Beneficiary_ID,Name,Gender,Age,State,District,Category,Income_Level,Scheme_Availed,Benefit_Amount,Year
BEN00275,Madhavi Dhawan,Female,60,Andhra Pradesh,Hospet,ST,263306,SCH294,21784,2022
BEN00276,Divya Dua,Male,76,Maharashtra,Erode,ST,443501,SCH588,23144,2016
BEN00277,Lopa Saini,Female,79,Karnataka,Ramagundam,ST,431405,SCH952,49728,2024
BEN00278,Bhanumati Bajwa,Male,18,Rajasthan,Vijayawada,SC,417320,SCH569,9043,2021
BEN00279,Neel Guha,Male,67,Andhra Pradesh,Silchar,General,63100,SCH259,522,2022
BEN00280,Harrison Gupta,Female,28,Bihar,Pallavaram,General,70571,SCH721,25208,2015
BEN00281,Kamya Chahal,Female,76,Rajasthan,Nadiad,ST,210203,SCH793,7552,2021
BEN00282,Upadhriti Pandit,Female,70,Delhi,Bhubaneswar,OBC,99211,SCH437,28215,2023
BEN00283,Simon Nazareth,Female,69,West Bengal,Sonipat,ST,95349,SCH905,45325,2022
BEN00284,Maanas Rau,Male,63,Tamil Nadu,Tiruppur,OBC,363205,SCH594,5749,2022
BEN00285,Forum Raja,Male,68,Rajasthan,Agra,ST,492624,SCH340,15259,2019
BEN00286,Rachit Raj,Male,34,West Bengal,Raurkela Industrial Township,ST,381451,SCH709,44470,2020
BEN00287,Sai Dasgupta,Male,80,Karnataka,Muzaffarpur,ST,56525,SCH218,17867,2023
BEN00288,Oeshi Saxena,Female,25,Tamil Nadu,Jaunpur,OBC,302418,SCH803,45590,2016
BEN00289,Yashodhara Ghosh,Female,18,Rajasthan,Rajkot,ST,486059,SCH997,44006,2023
BEN00290,Jack Kothari,Female,69,Andhra Pradesh,Korba,ST,475880,SCH916,11974,2024
BEN00291,Samarth Palan,Male,60,Rajasthan,Bangalore,General,229012,SCH435,15498,2018
BEN00292,Fitan Gala,Female,79,Uttar Pradesh,Visakhapatnam,OBC,187649,SCH713,45829,2018
BEN00293,Frado Saha,Male,63,Delhi,Jhansi,OBC,90619,SCH385,14855,2023
BEN00294,Patrick Shah,Male,33,West Bengal,Imphal,General,187797,SCH228,47860,2017
BEN00295,Diya Nori,Female,31,Andhra Pradesh,Amaravati,General,375378,SCH237,18140,2025
BEN00296,Atharv Sarraf,Female,35,Rajasthan,Satna,SC,155542,SCH570,10941,2023
BEN00297,Lipika Jain,Male,68,Maharashtra,Adoni,OBC,412389,SCH485,40827,2016
BEN00298,Omya Reddy,Female,65,Uttar Pradesh,Ichalkaranji,ST,286488,SCH339,37747,2024
BEN00299,Chandresh Raghavan,Female,57,Andhra Pradesh,Katni,ST,412396,SCH318,48947,2016
BEN00300,Jagat Anand,Female,36,Rajasthan,Karimnagar,OBC,142583,SCH952,39367,2017
BEN00301,Sachi Master,Female,47,West Bengal,Nagpur,General,223418,SCH187,10885,2021
BEN00302,Tanvi Narayan,Male,33,Andhra Pradesh,Karimnagar,OBC,474505,SCH464,40709,2022
BEN00303,Joshua Sheth,Male,41,Bihar,Patiala,OBC,261107,SCH722,20955,2024
BEN00304,Deepa Bhavsar,Female,75,Maharashtra,Kamarhati,OBC,455648,SCH821,28899,2023
BEN00305,Janani Baral,Female,72,Delhi,Singrauli,General,373830,SCH549,24054,2015
BEN00306,Ijaya Mane,Female,46,Tamil Nadu,Alwar,OBC,199618,SCH754,39896,2019
BEN00307,Vidhi Om,Male,51,Karnataka,Narasaraopet,ST,366811,SCH877,3392,2024
BEN00308,Yashoda Sagar,Female,61,Delhi,Ambala,General,83377,SCH431,18406,2023
BEN00309,Faris De,Female,34,Bihar,Erode,SC,263697,SCH199,2366,2017
BEN00310,Mugdha Ben,Female,21,Karnataka,Machilipatnam,ST,474652,SCH518,24446,2023
BEN00311,Oliver Tailor,Male,74,Tamil Nadu,Ichalkaranji,ST,299591,SCH987,32672,2021
BEN00312,Oviya Golla,Male,28,Karnataka,Moradabad,OBC,257929,SCH301,42056,2021
BEN00313,Meghana Lanka,Female,71,Uttar Pradesh,Barasat,ST,381752,SCH926,47062,2020
BEN00314,Farhan More,Female,41,Andhra Pradesh,Avadi,OBC,475924,SCH568,11188,2016
BEN00315,Lekha Ramanathan,Female,51,Uttar Pradesh,Bhubaneswar,OBC,70473,SCH300,27653,2019
BEN00316,Rachita Balasubramanian,Male,21,Delhi,Pimpri-Chinchwad,SC,466369,SCH792,923,2023
BEN00317,Vedant Nayar,Female,78,West Bengal,Jehanabad,General,412896,SCH329,2217,2020
BEN00318,Raagini Hegde,Female,51,Bihar,Rajkot,ST,227500,SCH448,27614,2017
BEN00319,Vincent Bobal,Male,38,Maharashtra,Jodhpur,General,406452,SCH783,9536,2023
BEN00320,Ayushman Desai,Female,57,Andhra Pradesh,Jaipur,OBC,143966,SCH703,28586,2019
BEN00321,Kashvi Bajwa,Male,77,Bihar,Bhavnagar,OBC,174960,SCH568,5493,2022
BEN00322,Vanya Anand,Female,28,Maharashtra,South Dumdum,SC,378201,SCH995,36388,2017
BEN00323,Reva Kale,Female,19,Rajasthan,Raurkela Industrial Township,General,299626,SCH078,11279,2024
BEN00324,Devansh Dara,Female,47,Andhra Pradesh,Mango,SC,265215,SCH579,29310,2018
BEN00325,Tejas Tata,Female,37,Uttar Pradesh,Thanjavur,General,217331,SCH920,16320,2024
BEN00326,Reva Kumer,Male,79,Andhra Pradesh,Vasai-Virar,General,72388,SCH771,23778,2024
BEN00327,Oeshi Mohanty,Male,49,Uttar Pradesh,Thiruvananthapuram,General,470349,SCH502,13609,2022
BEN00328,Aayush Shankar,Female,52,Bihar,Hajipur,General,68676,SCH180,46978,2019
BEN00329,Hema Magar,Male,58,Karnataka,Bhind,SC,462524,SCH409,38708,2017
BEN00330,Frado Palla,Male,34,Karnataka,Bardhaman,General,259226,SCH754,32495,2025
BEN00331,Nitara Chaudry,Male,72,Maharashtra,Silchar,OBC,384862,SCH590,44070,2023
BEN00332,Yashica Saha,Male,26,Rajasthan,Tadipatri,SC,453142,SCH526,23322,2015
BEN00333,Tamanna Loke,Female,61,Bihar,Panipat,General,244843,SCH334,28067,2017
BEN00334,Unni Sankar,Male,80,Delhi,Agra,ST,188651,SCH240,48894,2020
BEN00335,Bimala Kata,Female,64,Delhi,Jaipur,General,290429,SCH032,4322,2017
BEN00336,Ekapad Chad,Male,45,Andhra Pradesh,Dibrugarh,General,322002,SCH091,30198,2024
BEN00337,Rayaan Bawa,Female,60,Bihar,Pali,General,383655,SCH031,20763,2023
BEN00338,Niharika Ghose,Female,33,Rajasthan,Moradabad,SC,399695,SCH191,38975,2022
BEN00339,Aishani Sood,Male,33,Karnataka,Jaunpur,OBC,130294,SCH272,49415,2018
BEN00340,Kritika Gaba,Female,29,Maharashtra,Ramagundam,General,92135,SCH473,33009,2024
BEN00341,Kashvi Char,Female,36,Maharashtra,Ballia,SC,325535,SCH141,2530,2024
BEN00342,Frederick Prabhu,Male,51,Karnataka,Sri Ganganagar,General,364337,SCH310,26833,2025
BEN00343,Pratyush Rege,Male,62,Bihar,Saharanpur,General,341904,SCH483,18135,2021
BEN00344,Mitesh Vyas,Male,37,Karnataka,Ambattur,ST,466219,SCH1000,31612,2016
BEN00345,Banjeet Sridhar,Male,39,Karnataka,Visakhapatnam,SC,96282,SCH813,35376,2022
BEN00346,Chatura Sathe,Male,63,Uttar Pradesh,South Dumdum,SC,126975,SCH006,32830,2017
BEN00347,Charvi Khalsa,Male,56,West Bengal,Panchkula,OBC,279580,SCH290,24027,2021
BEN00348,Samaksh Sood,Female,72,Tamil Nadu,Shimla,SC,65186,SCH850,14710,2015
BEN00349,Panini Ravi,Female,52,Bihar,Thoothukudi,OBC,287604,SCH634,26470,2022
BEN00350,Rishi Balakrishnan,Male,37,Rajasthan,Malegaon,OBC,96114,SCH504,43505,2018
BEN00351,Tripti Edwin,Male,30,Uttar Pradesh,Varanasi,OBC,220098,SCH885,39760,2015
BEN00352,Henry Seshadri,Female,77,Maharashtra,Bhilwara,ST,238456,SCH188,16795,2022
BEN00353,Caleb Babu,Male,37,Tamil Nadu,Kishanganj,ST,165921,SCH459,2117,2022
BEN00354,Samaksh Varughese,Female,71,Bihar,Anantapur,General,127992,SCH419,29690,2017
BEN00355,Arya Vyas,Male,75,Tamil Nadu,Visakhapatnam,SC,168285,SCH597,37811,2025
BEN00356,Jeremiah Manda,Female,61,West Bengal,Yamunanagar,OBC,64301,SCH236,43025,2017
BEN00357,Baghyawati Vohra,Male,79,Delhi,Rewa,ST,136831,SCH275,41385,2024
BEN00358,Ranbir Bakshi,Female,45,Bihar,Faridabad,ST,270745,SCH838,28356,2023
BEN00359,Barkha Kaur,Male,59,Maharashtra,Hajipur,SC,66610,SCH988,22502,2022
BEN00360,Umang Raju,Male,36,Maharashtra,Durg,SC,72835,SCH827,27002,2018
BEN00361,Samarth Sagar,Female,80,Bihar,Ambarnath,ST,252205,SCH606,33662,2017
BEN00362,Ansh Prakash,Female,42,Maharashtra,Kalyan-Dombivli,ST,461729,SCH185,25490,2024
BEN00363,Yashawini Sarna,Male,38,Tamil Nadu,Tinsukia,General,329110,SCH010,26195,2015
BEN00364,Ekiya Murty,Female,26,Andhra Pradesh,Baranagar,SC,300142,SCH502,7425,2015
BEN00365,Lajita Andra,Female,32,West Bengal,Vijayawada,OBC,131511,SCH173,30246,2019
BEN00366,Sara Raghavan,Male,72,Maharashtra,Erode,SC,285313,SCH112,23726,2016
BEN00367,Kai Chakraborty,Female,46,Karnataka,Ballia,SC,386322,SCH365,17243,2018
BEN00368,Ekiya Rajagopal,Male,36,Karnataka,Shimla,ST,391574,SCH102,34308,2016
BEN00369,Ekaraj Devan,Male,59,Delhi,Jamnagar,OBC,434957,SCH127,11844,2025
BEN00370,Jonathan Kannan,Male,48,Andhra Pradesh,Junagadh,ST,483078,SCH030,49693,2021
BEN00371,Kritika Amble,Male,79,Delhi,Bhatpara,General,387440,SCH520,14123,2025
BEN00372,Ira Gole,Male,25,Andhra Pradesh,Danapur,OBC,261256,SCH222,24565,2018
BEN00373,Bishakha Bora,Male,57,Delhi,Ulhasnagar,General,253786,SCH324,36676,2018
BEN00374,Guneet Gour,Male,79,Karnataka,Bidar,SC,336727,SCH909,31291,2015
BEN00375,Victor Gaba,Male,69,Rajasthan,Rajahmundry,ST,111908,SCH872,39513,2016
BEN00376,Bachittar Venkataraman,Female,30,Rajasthan,Bhubaneswar,General,419055,SCH967,3652,2025
BEN00377,Kashvi Walla,Male,26,Uttar Pradesh,Bellary,SC,419072,SCH141,1667,2020
BEN00378,Hemani Das,Female,30,Rajasthan,Erode,SC,60356,SCH215,10298,2016
BEN00379,Vihaan Walia,Male,42,Rajasthan,Hospet,OBC,491724,SCH860,41073,2023
BEN00380,Pranav Bava,Male,62,Uttar Pradesh,Asansol,SC,289311,SCH655,30254,2019
BEN00381,Bhavya Raman,Female,37,Rajasthan,Aligarh,General,316995,SCH879,33897,2021
BEN00382,Oni Mahal,Male,68,Uttar Pradesh,Morena,ST,105174,SCH874,4305,2015
BEN00383,Yagnesh Kulkarni,Male,20,Andhra Pradesh,Satna,General,164891,SCH821,9619,2023
BEN00384,Chandresh Raghavan,Female,27,Delhi,Bijapur,ST,118925,SCH629,28330,2015
BEN00385,Tarak Oza,Male,68,Karnataka,Bareilly,ST,404124,SCH109,17972,2019
BEN00386,Ryan Sarraf,Female,36,Tamil Nadu,Kollam,SC,460121,SCH992,4183,2025
BEN00387,Zashil Chacko,Male,71,Maharashtra,Jalna,ST,215675,SCH299,17551,2022
BEN00388,Qadim Sheth,Female,63,Uttar Pradesh,Pali,ST,84292,SCH891,48496,2018
BEN00389,Girish Kaul,Female,27,Rajasthan,Pudukkottai,OBC,250501,SCH504,23550,2021
BEN00390,Waida Gera,Male,53,Bihar,Solapur,SC,128055,SCH051,7085,2015
BEN00391,Deepa Kaul,Female,60,Andhra Pradesh,Siliguri,General,328121,SCH782,48464,2025
BEN00392,Triya Ratta,Male,38,Tamil Nadu,Pondicherry,SC,321722,SCH419,7705,2020
BEN00393,Harrison Chadha,Female,40,Bihar,Gandhinagar,SC,431363,SCH384,7208,2018
BEN00394,Jagdish Nath,Female,55,Andhra Pradesh,Pondicherry,OBC,199822,SCH734,30134,2015
BEN00395,Urmi Subramanian,Male,80,Maharashtra,Morena,OBC,450970,SCH165,38715,2016
BEN00396,Hardik Choudhury,Female,62,Delhi,Noida,OBC,371206,SCH841,21399,2016
BEN00397,Logan Mittal,Female,64,Tamil Nadu,Madhyamgram,SC,483357,SCH758,17395,2020
BEN00398,Kalpit Doctor,Female,22,West Bengal,Warangal,ST,393817,SCH578,38535,2015
BEN00399,George Halder,Female,42,Karnataka,Thrissur,General,138239,SCH105,13577,2025
BEN00400,Darpan Naidu,Male,18,Rajasthan,Tiruchirappalli,ST,231162,SCH640,24850,2016
BEN00401,Balvan Chatterjee,Female,69,Bihar,Mango,OBC,272074,SCH675,17721,2024
BEN00402,Tanay Dalal,Female,25,Uttar Pradesh,Pallavaram,OBC,457540,SCH637,4148,2018
BEN00403,Ayaan Khanna,Male,73,Maharashtra,Srikakulam,General,432486,SCH902,48117,2016
BEN00404,Arin Patla,Male,72,Maharashtra,Kakinada,ST,395727,SCH037,15303,2019
BEN00405,Laksh Dhillon,Male,55,Karnataka,Darbhanga,ST,273269,SCH404,13049,2019
BEN00406,Dalbir Kala,Male,58,Uttar Pradesh,Mehsana,OBC,347891,SCH568,15206,2025
BEN00407,Aayush Dugar,Female,56,West Bengal,Dibrugarh,General,115830,SCH034,35179,2025
BEN00408,Joshua Walia,Male,42,Delhi,Dindigul,OBC,430952,SCH447,23848,2020
BEN00409,Hema Raghavan,Female,76,Maharashtra,Nizamabad,ST,96613,SCH566,41688,2018
BEN00410,Gaurika Bakshi,Female,42,Bihar,Agra,OBC,493057,SCH710,39309,2017
BEN00411,Ayush Khurana,Male,50,Maharashtra,Nandyal,OBC,383137,SCH859,2368,2017
BEN00412,Upasna Raghavan,Female,28,Uttar Pradesh,Meerut,SC,495977,SCH118,39721,2017
BEN00413,Arin Bath,Female,27,West Bengal,Bhatpara,ST,105658,SCH966,41034,2020
BEN00414,Mason Kalla,Female,55,Uttar Pradesh,Jaipur,SC,103971,SCH210,39405,2022
BEN00415,Balhaar Gera,Female,46,Tamil Nadu,Rewa,ST,88982,SCH753,23608,2021
BEN00416,Dakshesh Doshi,Female,75,Rajasthan,Nagaon,OBC,205748,SCH199,13882,2018
BEN00417,Inaya Rout,Male,40,Andhra Pradesh,Hazaribagh,SC,400800,SCH234,41336,2022
BEN00418,Chakradhar Sama,Female,43,Tamil Nadu,Dehradun,General,320575,SCH911,22191,2023
BEN00419,Xavier Dara,Female,31,Karnataka,Panvel,SC,303520,SCH351,31947,2025
BEN00420,Nandini Som,Female,46,Delhi,Buxar,General,455357,SCH143,3495,2023
BEN00421,Brijesh Mittal,Male,46,Rajasthan,Dhanbad,OBC,498730,SCH829,12826,2017
BEN00422,Balveer Vaidya,Male,35,West Bengal,Hubli–Dharwad,OBC,318242,SCH983,31829,2024
BEN00423,Nilima Gandhi,Female,40,Maharashtra,Mysore,General,113880,SCH666,6267,2023
BEN00424,Chakradev Bains,Female,39,Maharashtra,Ratlam,ST,365801,SCH866,15135,2021
BEN00425,Indali Shankar,Female,43,Rajasthan,Coimbatore,General,170404,SCH168,17034,2023
BEN00426,Ganga Kakar,Male,58,West Bengal,Kirari Suleman Nagar,General,175047,SCH796,23018,2024
BEN00427,Chatresh Parmer,Female,26,Tamil Nadu,Purnia,SC,99687,SCH098,6518,2022
BEN00428,Bhavini Koshy,Female,40,Rajasthan,Shivpuri,SC,133137,SCH931,38452,2019
BEN00429,Guneet Date,Male,48,Maharashtra,Alwar,SC,387454,SCH921,13181,2016
BEN00430,Nikita Suresh,Female,18,Tamil Nadu,Thanjavur,OBC,128745,SCH863,10208,2025
BEN00431,Warhi Dara,Female,55,Uttar Pradesh,Madanapalle,SC,236904,SCH982,4798,2022
BEN00432,Faqid Bera,Male,73,Bihar,Pondicherry,SC,88281,SCH381,7743,2023
BEN00433,Dayamai Jha,Male,20,Karnataka,Jamshedpur,General,167957,SCH668,42400,2015
BEN00434,Idika Borde,Female,49,Rajasthan,Ratlam,General,359453,SCH322,40540,2023
BEN00435,Tanveer Rege,Female,77,Bihar,Nanded,SC,494119,SCH942,34809,2025
BEN00436,Omaja Gulati,Male,33,Bihar,Thanjavur,ST,56740,SCH053,28670,2024
BEN00437,Mohammed Venkataraman,Female,57,Delhi,Gopalpur,OBC,382923,SCH638,3995,2018
BEN00438,Theodore Ghose,Female,53,Rajasthan,Jehanabad,SC,492346,SCH176,19757,2017
BEN00439,Kalpit Kaul,Female,75,Maharashtra,Dehri,General,381145,SCH794,42552,2021
BEN00440,Chaaya Buch,Female,45,Andhra Pradesh,Lucknow,SC,249632,SCH436,33494,2018
BEN00441,Maanas Mangat,Female,78,Uttar Pradesh,Ludhiana,SC,462086,SCH891,25065,2024
BEN00442,Chanchal Varughese,Male,67,Bihar,Singrauli,General,250736,SCH633,19759,2018
BEN00443,Anthony Sastry,Female,24,Bihar,Jammu,General,123341,SCH119,13505,2021
BEN00444,Yashasvi Bahri,Male,55,Bihar,Mirzapur,OBC,330591,SCH626,9598,2015
BEN00445,Victor Ravel,Male,38,Bihar,Shimla,OBC,140755,SCH446,2814,2020
BEN00446,Devansh Kar,Male,27,Bihar,Sagar,ST,242746,SCH080,45822,2025
BEN00447,Harshil Bhatnagar,Male,73,Bihar,Rourkela,SC,67551,SCH591,32303,2019
BEN00448,Xiti Bansal,Male,18,Rajasthan,Indore,General,334976,SCH742,46751,2023
BEN00449,Jonathan Sawhney,Male,77,Andhra Pradesh,Gaya,ST,157768,SCH281,26046,2016
BEN00450,Andrew Lala,Male,35,Rajasthan,Etawah,OBC,139240,SCH927,8038,2020
BEN00451,Chaitanya Gill,Male,60,Andhra Pradesh,Sikar,OBC,301564,SCH527,47255,2015
BEN00452,Kai Nair,Male,66,Uttar Pradesh,Siliguri,SC,116916,SCH638,13689,2018
BEN00453,Hamsini Shere,Male,26,Bihar,Patiala,SC,176246,SCH216,39271,2021
BEN00454,Harshil Dugal,Male,45,Uttar Pradesh,Begusarai,SC,217136,SCH533,13204,2020
BEN00455,Nathaniel Shere,Male,62,Delhi,Bihar Sharif,SC,99524,SCH914,7148,2024
BEN00456,Balendra Mody,Female,20,West Bengal,Gudivada,ST,172857,SCH058,23267,2023
BEN00457,Avi Thaman,Female,80,Rajasthan,Ujjain,General,394619,SCH125,46681,2025
BEN00458,Dayamai Nazareth,Male,59,Tamil Nadu,Tiruvottiyur,General,207549,SCH135,6573,2017
BEN00459,Ati Swaminathan,Female,49,Uttar Pradesh,Moradabad,ST,445316,SCH649,48967,2023
BEN00460,Aarnav Kunda,Female,44,Karnataka,Bhilwara,ST,224145,SCH207,47662,2025
BEN00461,Ethan Thakur,Female,39,Bihar,Panipat,SC,470068,SCH754,9480,2020
BEN00462,Eiravati Bava,Female,69,West Bengal,Khandwa,General,251351,SCH446,5248,2016
BEN00463,Bimala Saraf,Male,48,Andhra Pradesh,Ulhasnagar,SC,104796,SCH228,7431,2016
BEN00464,Garima Bhatia,Male,43,Karnataka,Jalna,General,397841,SCH518,5310,2023
BEN00465,Vincent Walia,Male,22,Bihar,Bangalore,SC,97392,SCH307,29320,2024
BEN00466,Yashawini Deol,Male,66,Andhra Pradesh,Bongaigaon,ST,146083,SCH656,5592,2017
BEN00467,Rushil Dass,Female,56,Tamil Nadu,Nashik,ST,226582,SCH800,33563,2022
BEN00468,Hredhaan Sidhu,Male,51,Maharashtra,Sagar,OBC,210718,SCH472,23705,2020
BEN00469,Anya Oommen,Female,70,Andhra Pradesh,South Dumdum,General,97534,SCH013,6674,2025
BEN00470,Falguni Om,Male,23,Rajasthan,Ongole,ST,303024,SCH465,49043,2019
BEN00471,Liam Mangal,Male,36,Karnataka,Gurgaon,General,369376,SCH199,38403,2023
BEN00472,Deepa Kar,Male,26,Bihar,Aizawl,SC,417502,SCH488,7757,2024
BEN00473,Chameli Rama,Male,78,Uttar Pradesh,Thane,General,208873,SCH967,11942,2015
BEN00474,Urishilla Rau,Female,51,Bihar,Ulhasnagar,OBC,146947,SCH771,10916,2023
BEN00475,Rushil Chhabra,Female,72,Uttar Pradesh,Dharmavaram,ST,486183,SCH521,14336,2025
BEN00476,Urmi Kadakia,Male,65,Karnataka,Agartala,ST,145649,SCH242,11002,2023
BEN00477,Yuvraj Arya,Male,77,Bihar,Hapur,SC,366255,SCH281,40544,2019
BEN00478,Aryan Walla,Male,20,Karnataka,Gudivada,General,113056,SCH804,35488,2019
BEN00479,Amruta Parsa,Female,19,Karnataka,Hazaribagh,SC,56222,SCH409,25982,2022
BEN00480,Varenya Atwal,Male,65,Tamil Nadu,Madhyamgram,OBC,342816,SCH698,3321,2018
BEN00481,Indrajit Srinivas,Male,29,Bihar,Phusro,ST,171418,SCH641,18549,2022
BEN00482,Kalpit Bajaj,Female,67,Andhra Pradesh,Kamarhati,OBC,417449,SCH666,7927,2019
BEN00483,Bhavini Grover,Female,48,Maharashtra,Karnal,General,484708,SCH898,42646,2016
BEN00484,Theodore Trivedi,Male,23,Rajasthan,Madhyamgram,SC,253659,SCH637,19670,2020
BEN00485,Veda De,Female,74,Bihar,Kamarhati,OBC,217106,SCH301,38781,2023
BEN00486,Chaitanya Bhardwaj,Female,49,Bihar,Rajpur Sonarpur,OBC,447239,SCH239,8843,2019
BEN00487,Nimrat Sama,Male,79,West Bengal,Gandhidham,OBC,111535,SCH326,42215,2015
BEN00488,Ronith Tara,Male,69,Tamil Nadu,Kamarhati,SC,267600,SCH480,34756,2022
BEN00489,Gautam Sani,Male,26,Maharashtra,Suryapet,SC,391076,SCH634,9952,2023
BEN00490,Kabir Rout,Female,32,Rajasthan,Shivpuri,ST,180783,SCH254,33844,2020
BEN00491,Chanakya Gola,Female,66,Maharashtra,Shahjahanpur,OBC,400224,SCH178,40714,2015
BEN00492,Urvashi Tiwari,Female,44,Rajasthan,Avadi,ST,254902,SCH554,46373,2024
BEN00493,Jagat Baral,Male,48,Karnataka,South Dumdum,SC,231517,SCH408,48118,2021
BEN00494,Ubika Deol,Male,67,Rajasthan,Ludhiana,SC,140594,SCH435,49421,2017
BEN00495,Warjas Doctor,Male,80,Tamil Nadu,Guntur,ST,143982,SCH776,35623,2020
BEN00496,Zinal Jha,Male,70,Karnataka,Amroha,OBC,360867,SCH387,13882,2022
BEN00497,Siya Comar,Male,62,Delhi,Pali,OBC,76969,SCH043,18101,2018
BEN00498,Rachit Vala,Female,20,Rajasthan,Anand,ST,89668,SCH199,23185,2017
BEN00499,Anthony Pai,Male,61,Tamil Nadu,Morena,General,61466,SCH878,36851,2022
BEN00500,Yochana Dhawan,Female,18,Andhra Pradesh,Meerut,SC,258263,SCH889,11220,2021
BEN00501,Chaman Sahni,Male,67,Andhra Pradesh,Sambalpur,ST,127264,SCH327,20657,2024
BEN00502,Faqid Wali,Female,63,Rajasthan,Bhiwani,SC,251129,SCH426,1106,2019
BEN00503,Reyansh Kala,Female,40,Maharashtra,Munger,General,84930,SCH497,44004,2016
BEN00504,Girik Rai,Female,52,Tamil Nadu,Chinsurah,SC,467182,SCH515,14707,2017
BEN00505,Ranveer Khare,Male,37,Maharashtra,Agra,OBC,86483,SCH055,40230,2017
BEN00506,Tanvi Bhattacharyya,Female,25,Tamil Nadu,Kota,SC,349646,SCH632,10597,2018
BEN00507,Kashish Grover,Female,19,Maharashtra,Ranchi,ST,470119,SCH846,34634,2019
BEN00508,Aahana Sharaf,Female,41,Delhi,Dharmavaram,ST,379997,SCH847,6743,2016
BEN00509,Wakeeta Shere,Male,41,Maharashtra,Kochi,ST,394705,SCH521,15613,2020
BEN00510,Ishanvi Patil,Male,65,West Bengal,Buxar,OBC,455537,SCH410,37414,2021
BEN00511,Varenya Jani,Female,41,Karnataka,Pallavaram,SC,495768,SCH852,21865,2021
BEN00512,Mason Toor,Male,70,Delhi,Unnao,SC,102258,SCH460,20641,2018
BEN00513,Keya Puri,Male,59,Karnataka,Bangalore,OBC,284626,SCH291,45138,2025
BEN00514,Ekanta Dhar,Female,34,Delhi,Siwan,OBC,330026,SCH413,27776,2017
BEN00515,Jai Mishra,Female,47,Delhi,Nashik,OBC,420116,SCH012,39305,2016
BEN00516,Upasna Raghavan,Male,27,Delhi,Bhalswa Jahangir Pur,ST,158755,SCH846,15387,2024
BEN00517,Jairaj Mishra,Male,38,West Bengal,Mangalore,OBC,230365,SCH064,16469,2019
BEN00518,Hamsini Karnik,Female,43,Rajasthan,Tenali,ST,105427,SCH193,19186,2024
BEN00519,Aachal Sundaram,Male,25,West Bengal,Ramgarh,OBC,255553,SCH810,13485,2021
BEN00520,Jhalak Dhingra,Male,35,Rajasthan,Mira-Bhayandar,ST,295390,SCH361,18108,2021
BEN00521,Samaksh Kumer,Male,24,Delhi,Bidhannagar,SC,379535,SCH420,36310,2020
BEN00522,Bachittar Shroff,Female,46,Andhra Pradesh,Gopalpur,OBC,415386,SCH005,4225,2015
BEN00523,Raghav Chandra,Male,34,Bihar,Panipat,ST,276938,SCH082,40923,2015
BEN00524,Michael Sachdeva,Female,54,Karnataka,Allahabad,SC,331696,SCH780,40786,2023
BEN00525,Harshil Nanda,Male,80,Tamil Nadu,Tiruvottiyur,ST,188687,SCH317,21418,2025
BEN00526,Arjun Kari,Female,76,Tamil Nadu,Guntakal,SC,320276,SCH222,32570,2023
BEN00527,Watika Arora,Female,18,Bihar,Berhampore,ST,479942,SCH763,18521,2018
BEN00528,Aradhana Parsa,Female,73,West Bengal,Gandhidham,OBC,497223,SCH275,23621,2015
BEN00529,Aishani Thaker,Male,37,Tamil Nadu,Pimpri-Chinchwad,ST,81720,SCH242,11934,2017
BEN00530,Finn Sem,Female,43,Delhi,Morena,ST,440534,SCH884,43689,2022
BEN00531,Kashvi Khanna,Female,77,West Bengal,Kirari Suleman Nagar,General,265647,SCH240,10898,2023
BEN00532,Anya Dube,Female,29,Andhra Pradesh,Kamarhati,ST,406981,SCH325,21532,2018
BEN00533,Siya Chahal,Female,68,Tamil Nadu,Mango,SC,190679,SCH837,26879,2025
BEN00534,Ladli Rama,Male,35,Maharashtra,Karnal,OBC,410385,SCH009,13611,2023
BEN00535,Yasti Dugar,Male,64,Karnataka,Jorhat,OBC,472581,SCH821,25181,2024
BEN00536,Kai Banerjee,Female,78,West Bengal,Uluberia,General,427405,SCH583,30485,2020
BEN00537,Pranav Pai,Female,44,Tamil Nadu,Pali,General,280081,SCH724,30749,2024
BEN00538,Nilima Madan,Female,28,Delhi,Tirupati,ST,476549,SCH714,6446,2017
BEN00539,Nathan Mand,Female,26,Andhra Pradesh,Shimoga,ST,68395,SCH680,33849,2016
BEN00540,Lajita Amble,Female,69,Delhi,Darbhanga,ST,433259,SCH867,11553,2022
BEN00541,Onkar Kurian,Female,58,Delhi,Farrukhabad,OBC,460989,SCH526,17518,2023
BEN00542,Girik Dutt,Male,26,Rajasthan,Berhampore,OBC,352167,SCH523,41260,2021
BEN00543,Quincy Bhatia,Male,78,Karnataka,Pali,OBC,340478,SCH507,44163,2017
BEN00544,Widisha Dhillon,Male,54,Uttar Pradesh,Mathura,OBC,430416,SCH244,10832,2022
BEN00545,Geetika Dayal,Female,32,Delhi,Jalandhar,ST,438287,SCH147,19605,2020
BEN00546,Simon Khurana,Female,40,Uttar Pradesh,Mau,SC,367347,SCH790,49956,2015
BEN00547,Mahika Natarajan,Female,56,Bihar,Bhilwara,ST,403027,SCH683,49950,2015
BEN00548,Anika Sodhi,Female,42,Bihar,Sagar,General,394026,SCH466,44185,2022
BEN00549,Harshil Khare,Male,41,Rajasthan,Amritsar,SC,113537,SCH597,48546,2023
BEN00550,Daksh Dora,Male,61,Karnataka,Jalna,General,372442,SCH648,45628,2020
